FOLDER,IN FILE,CHANNEL,CLIP LENGTH,SAMPLE RATE,OFFSET,MANUAL ID,DURATION
./Mixed_Bird/,Tachornis-squamata-401367.wav,0.0,30.249795918367347,44100.0,18.85170068027211,Tachornis-squamata,1.685578231292517
./Mixed_Bird/,Buteo-albonotatus-521956.wav,0.0,41.97877551020408,44100.0,1.662517006802721,Buteo-albonotatus,2.6366666666666667
./Mixed_Bird/,Buteo-albonotatus-521956.wav,0.0,41.97877551020408,44100.0,12.797210884353742,Buteo-albonotatus,2.7990476190476192
./Mixed_Bird/,Buteo-albonotatus-521956.wav,0.0,41.97877551020408,44100.0,21.40340136054422,Buteo-albonotatus,1.7551700680272109
./Mixed_Bird/,Buteo-albonotatus-521956.wav,0.0,41.97877551020408,44100.0,31.517414965986397,Buteo-albonotatus,1.5
./Mixed_Bird/,Buteo-albonotatus-521956.wav,0.0,41.97877551020408,44100.0,37.780680272108846,Buteo-albonotatus,1.5463945578231293
./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0.0,39.48,44100.0,10.941428571428572,Andigena-hypoglauca,1.5463945578231293
./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0.0,39.48,44100.0,20.591496598639456,Andigena-hypoglauca,1.569591836734694
./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0.0,39.48,44100.0,36.34244897959184,Andigena-hypoglauca,1.5
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,1.0825850340136054,Hafferia-fortis,3.680544217687075
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,10.222312925170067,Hafferia-fortis,1.6159863945578232
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,13.19156462585034,Hafferia-fortis,7.577687074829932
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,23.096802721088437,Hafferia-fortis,1.8943537414965987
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,25.370136054421767,Hafferia-fortis,6.232244897959184
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,38.96374149659864,Hafferia-fortis,4.956394557823129
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,49.33292517006803,Hafferia-fortis,1.5927891156462586
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,51.09591836734694,Hafferia-fortis,5.072380952380953
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,56.57047619047619,Hafferia-fortis,1.569591836734694
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,59.23816326530612,Hafferia-fortis,1.6159863945578232
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,65.77979591836734,Hafferia-fortis,3.95891156462585
./Mixed_Bird/,Hafferia-fortis-27835.wav,0.0,205.84489795918367,44100.0,70.23367346938775,Hafferia-fortis,1.6159863945578232
