OFFSET,DURATION,FOLDER,IN FILE,CHANNEL,CLIP LENGTH,SAMPLE RATE,MANUAL ID
0.0697674418604651,1.744186046511628,./Mixed_Bird/,Tachornis-squamata-401367.wav,0,30.249795918367347,44100,Tachornis-squamata
7.976744186046512,0.9069767441860463,./Mixed_Bird/,Tachornis-squamata-401367.wav,0,30.249795918367347,44100,Tachornis-squamata
13.441860465116278,1.5813953488372103,./Mixed_Bird/,Tachornis-squamata-401367.wav,0,30.249795918367347,44100,Tachornis-squamata
16.069767441860463,0.348837209302328,./Mixed_Bird/,Tachornis-squamata-401367.wav,0,30.249795918367347,44100,Tachornis-squamata
19.6046511627907,0.3953488372093012,./Mixed_Bird/,Tachornis-squamata-401367.wav,0,30.249795918367347,44100,Tachornis-squamata
23.02325581395349,0.8372093023255793,./Mixed_Bird/,Tachornis-squamata-401367.wav,0,30.249795918367347,44100,Tachornis-squamata
2.3488372093023258,1.4186046511627906,./Mixed_Bird/,Buteo-albonotatus-521956.wav,0,41.97877551020408,44100,Buteo-albonotatus
13.581395348837209,1.5348837209302335,./Mixed_Bird/,Buteo-albonotatus-521956.wav,0,41.97877551020408,44100,Buteo-albonotatus
21.97674418604651,2.02325581395349,./Mixed_Bird/,Buteo-albonotatus-521956.wav,0,41.97877551020408,44100,Buteo-albonotatus
24.0,0.3255813953488378,./Mixed_Bird/,Buteo-albonotatus-521956.wav,0,41.97877551020408,44100,Buteo-albonotatus
27.88372093023256,0.1162790697674402,./Mixed_Bird/,Buteo-albonotatus-521956.wav,0,41.97877551020408,44100,Buteo-albonotatus
28.32558139534884,0.2325581395348841,./Mixed_Bird/,Buteo-albonotatus-521956.wav,0,41.97877551020408,44100,Buteo-albonotatus
31.11627906976744,1.488372093023255,./Mixed_Bird/,Buteo-albonotatus-521956.wav,0,41.97877551020408,44100,Buteo-albonotatus
39.02325581395349,0.0697674418604634,./Mixed_Bird/,Buteo-albonotatus-521956.wav,0,41.97877551020408,44100,Buteo-albonotatus
39.11627906976744,0.8837209302325562,./Mixed_Bird/,Buteo-albonotatus-521956.wav,0,41.97877551020408,44100,Buteo-albonotatus
0.7674418604651163,0.2558139534883721,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
1.0465116279069768,1.0930232558139532,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
2.581395348837209,0.5813953488372094,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
3.186046511627907,0.7674418604651163,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
3.976744186046512,0.3255813953488369,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
4.325581395348837,0.0465116279069768,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
4.372093023255814,0.3023255813953494,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
5.348837209302325,0.6511627906976747,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
6.27906976744186,0.5348837209302326,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
7.046511627906977,0.2325581395348841,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
7.976744186046512,0.0465116279069768,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
8.046511627906977,0.3255813953488378,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
12.511627906976743,0.2558139534883707,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
12.883720930232558,0.3255813953488378,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
15.511627906976743,0.651162790697672,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
16.41860465116279,0.2558139534883707,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
17.488372093023255,0.3255813953488378,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
17.813953488372093,0.2790697674418609,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
18.162790697674417,0.348837209302328,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
18.74418604651163,0.5581395348837184,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
19.46511627906977,0.2093023255813939,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
19.86046511627907,0.2325581395348841,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
22.162790697674417,0.2790697674418609,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
22.46511627906977,0.2790697674418609,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
22.953488372093023,0.6046511627906987,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
23.67441860465116,0.3255813953488378,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
25.25581395348837,0.1860465116279073,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
25.97674418604651,0.2093023255813975,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
26.209302325581397,0.2325581395348841,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
26.58139534883721,0.2325581395348841,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
26.88372093023256,0.2790697674418574,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
27.48837209302325,0.2790697674418609,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
27.88372093023256,0.0465116279069768,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
28.97674418604651,0.3255813953488378,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
29.511627906976745,0.2558139534883707,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
30.837209302325583,0.0697674418604634,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
30.906976744186046,0.2325581395348841,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
32.86046511627907,0.3488372093023244,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
34.395348837209305,0.2325581395348805,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
34.93023255813954,0.3488372093023244,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
36.74418604651163,0.6046511627906952,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
37.55813953488372,0.2558139534883707,./Mixed_Bird/,Andigena-hypoglauca-102727.wav,0,39.48,44100,Andigena-hypoglauca
1.9069767441860463,4.093023255813954,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
13.976744186046512,4.023255813953488,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
27.13953488372093,4.069767441860464,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
39.7906976744186,3.976744186046517,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
52.41860465116279,4.069767441860471,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
61.627906976744185,4.837209302325576,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
71.13953488372093,4.534883720930239,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
84.20930232558139,4.441860465116278,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
100.72093023255816,4.465116279069761,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
115.72093023255816,0.1162790697674296,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
115.88372093023256,4.116279069767444,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
128.88372093023256,4.302325581395337,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
142.88372093023256,4.465116279069775,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
151.97674418604652,0.1162790697674438,./Mixed_Bird/,Hafferia-fortis-27835.wav,0,205.84489795918367,44100,Hafferia-fortis
